"Open.Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths.FTHQ.","SqFt","LP...SqFt","LP","SP","HOD","Lot.Sz","YB","DOM","X..of.Units","Change.Date","latitude","longitude","unit_count","Units_used","Pred_Unit_Rent","GPR_Monthly","EGI_Monthly","EGI_Annual","Expense_Size_Band","Expense_Size_Multiplier","Est_Expense_per_Unit_Annual","Annual_Expenses_Total","NOI_Monthly","NOI_Annual","Price_Used","Cap_Rate","Cap_Rate_Pct","Vacancy_Assumed","Benchmark_Base_perUnit_Annual","Benchmark_Notes","Baths","year","month_num","quarter_3m","GRM"
NA,15,"TR19256016MR",1795,"INC","S","659   Richland ST ","UPLAND",NA,"8.00 (0 0 0 0)",3200,"$308.75",988000,975000,"","8,174",1983,18,4,2020-01-02,34.088111,-117.642573,NA,4,1862.46,7449.84,7077.348,84928.176,"<50",1.18,10030,40120,3734.01466666667,44808.176,975000,0.0459571035897436,4.59571035897436,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",8,2020,1,1,11.4802889443899
NA,2,"TR19267774MR",1543,"INC","S","720   Hollowell ST ","ONTARIO",NA,"6.00 (0 0 0 0)",3450,"$253.62",875000,875000,"","10,362",1964,1,5,2019-12-11,34.0660333,-117.6612344,NA,5,1573.68,7868.4,7474.98,89699.76,"<50",1.18,10030,50150,3295.81333333333,39549.76,875000,0.0451997257142857,4.51997257142857,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2019,12,4,9.7547641153109
NA,5,"TR19271626MR",1543,"INC","S","1507  E Fairfield ST ","ONTARIO",NA,"8.00 (0 0 0 0)",4269,"$234.25",999999,930000,"$0.00","9,246",1980,354,4,2020-12-12,NA,NA,NA,4,1932.1,7728.4,7341.98,88103.76,"<50",1.18,10030,40120,3998.64666666667,47983.76,930000,0.0515954408602151,5.1595440860215,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",8,2020,12,4,10.5557356462426
NA,5,"TR19271652MR",1543,"INC","S","1513  E Fairfield ST ","ONTARIO",NA,"8.00 (0 0 0 0)",4269,"$234.25",999999,930000,"$0.00","9,246",1980,354,4,2020-12-12,NA,NA,NA,4,1932.1,7728.4,7341.98,88103.76,"<50",1.18,10030,40120,3998.64666666667,47983.76,930000,0.0515954408602151,5.1595440860215,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",8,2020,12,4,10.5557356462426
NA,22,"TR19274503MR",469,"INC","S","753  E 7th ST ","POMONA",NA,"2.00 (0 0 0 0)",1152,"$407.12",469000,460000,"$0.00","6,219",1935,231,2,2020-11-01,34.0535669,-117.7421983,NA,2,1666.75,3333.5,3166.825,38001.9,"<50",1.18,10030,20060,1495.15833333333,17941.9,460000,0.0390041304347826,3.90041304347826,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,11,4,12.1046579249985
NA,7,"TR19280820MR",1543,"INC","S","812  E E ST ","ONTARIO",NA,"2.00 (0 0 0 0)",1624,"$318.97",518000,525000,"","8,673",1951,77,2,2020-04-22,34.0681789,-117.6386416,NA,2,1594.79,3189.58,3030.101,36361.212,"<50",1.18,10030,20060,1358.43433333333,16301.212,525000,0.0310499276190476,3.10499276190476,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,4,2,14.4384626123024
NA,10,"TR20099413MR",469,"INC","S","543   Washington AVE ","POMONA",NA,"5.00 (0 0 0 0)",2580,"$270.93",699000,714000,"$0.00","5,308",1950,16,4,2020-09-11,34.0637036,-117.7313329,NA,4,1662.81,6651.24,6318.678,75824.136,"<50",1.18,10030,40120,2975.34466666667,35704.136,714000,0.0500057927170868,5.00057927170868,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",5,2020,9,3,9.41652668485402
NA,20,"TR20152063MR",487,"INC","S","121  W 10th ST ","CLAREMONT",NA,"2.00 (0 0 0 0)",1848,"$390.69",722000,725000,"","6,702",1948,84,2,2020-10-27,34.1034462,-117.7158976,NA,2,1819.65,3639.3,3457.335,41488.02,"<50",1.18,10030,20060,1785.66833333333,21428.02,725000,0.0295558896551724,2.95558896551724,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,10,4,17.4749240865194
NA,38,"TR20152161MR",487,"INC","S","131  W 10th ST ","CLAREMONT",NA,"5.00 (0 0 0 0)",3563,"$449.90",1603000,1400000,"","14,744",1939,84,5,2020-10-27,34.1034458,-117.7159769,NA,5,1749.86,8749.3,8311.835,99742.02,"<50",1.18,10030,50150,4132.66833333333,49592.02,1400000,0.0354228714285714,3.54228714285714,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",5,2020,10,4,14.0362106161475
NA,2,"TR20157796MR",1543,"INC","S","834   E. Elma ST, Ontario, Ca 91764  ","ONTARIO",4,"3.00 (3 0 0 0)",1798,"$315.91",568000,565000,"$0.00","6,300",1952,35,NA,2020-10-16,34.0661602,-117.6333958,NA,1,1771.4,1771.4,1682.83,20193.96,"<50",1.18,10030,10030,846.996666666667,10163.96,565000,0.0179893097345133,1.79893097345133,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2020,10,4,27.9786629269346
NA,36,"TR20183586MR",1543,"INC","S","640  E E ST ","ONTARIO",NA,"4.00 (0 0 0 0)",2961,"$266.46",789000,785000,"$0.00","9,558",1917,84,3,2020-12-08,34.0681679,-117.6427493,NA,3,1726.77,5180.31,4921.2945,59055.534,"<50",1.18,10030,30090,2413.7945,28965.534,785000,0.0368987694267516,3.68987694267516,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2020,12,4,13.2925730550502
NA,5,"TR20199941MR",1543,"INC","S","543  W Belmont ST ","ONTARIO",NA,"4.00 (0 0 0 0)",3686,"$230.60",850000,827000,"$0.00","15,540",1960,21,4,2020-12-18,34.051361,-117.6569009,NA,4,1692.92,6771.68,6433.096,77197.152,"<50",1.18,10030,40120,3089.76266666667,37077.152,827000,0.044833315598549,4.4833315598549,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2020,12,4,10.7128304422422
NA,7,"TR20200072MR",469,"INC","S","724  W 2nd ST ","POMONA",NA,"3.00 (0 0 0 0)",2978,"$218.27",650000,625000,"$0.00","7,761",1902,179,3,2021-05-17,34.0575803,-117.7570151,NA,3,1894.69,5684.07,5399.8665,64798.398,"<50",1.18,10030,30090,2892.3665,34708.398,625000,0.0555334368,5.55334368,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,5,2,9.64530018164955
NA,4,"TR20203433MR",1543,"INC","S","321  N Fern AVE ","ONTARIO",NA,"3.00 (0 0 0 0)",1448,"$324.59",470000,470000,"","7,250",1901,122,3,2021-03-04,34.0661199,-117.6548616,NA,3,1701.88,5105.64,4850.358,58204.296,"<50",1.18,10030,30090,2342.858,28114.296,470000,0.0598176510638298,5.98176510638298,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,3,1,8.07500532263117
NA,19,"TR20216453MR",1455,"INC","S","4996   Aldina ST ","MONTCLAIR",NA,"2.00 (0 0 0 0)",1690,"$295.27",499000,487000,"$243.00","1,000",2018,88,1,2021-02-09,NA,NA,NA,1,2264.03,2264.03,2150.8285,25809.942,"<50",1.18,10030,10030,1314.99516666667,15779.942,487000,0.0324023449691992,3.24023449691992,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,2,1,18.868697961429
NA,1,"TR21050747MR",469,"INC","S","4185  E Grand AVE ","POMONA",NA,"2.00 (0 0 0 0)",1766,"$311.44",550000,545000,"$0.00","7,150",1965,12,2,2021-05-20,34.0481508,-117.7367106,NA,2,1851.4,3702.8,3517.66,42211.92,"<50",1.18,10030,20060,1845.99333333333,22151.92,545000,0.0406457247706422,4.06457247706422,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,5,2,12.9110450318299
NA,10,"TR21070956MR",469,"INC","S","2161  N Towne AVE ","POMONA",NA,"4.00 (0 0 0 0)",12298,"$195.15",2400000,2400000,"","17,060",1962,2,12,2021-04-30,34.0822878,-117.7397532,NA,12,1883.21,22598.52,21468.594,257623.128,"<50",1.18,10030,120360,11438.594,137263.128,2400000,0.05719297,5.719297,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2021,4,2,9.31593377749842
NA,7,"WS17205595MR",469,"INC","S","741   San Francisco AVE ","POMONA",NA," (0 0 0 0)",3662,"$184.33",675000,662500,"","11,755",1925,82,4,2018-01-12,34.0653066,-117.7379083,NA,4,1539.41,6157.64,5849.758,70197.096,"<50",1.18,10030,40120,2506.42466666667,30077.096,662500,0.0453993901886792,4.53993901886792,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,1,1,9.43771235208932
NA,3,"WS17205646MR",469,"INC","S","753   San Francisco AVE ","POMONA",NA," (0 0 0 0)",3533,"$191.06",675000,662500,"","11,165",1946,84,4,2018-01-12,34.0653113,-117.7376774,NA,4,1539.36,6157.44,5849.568,70194.816,"<50",1.18,10030,40120,2506.23466666667,30074.816,662500,0.0453959486792453,4.53959486792453,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,1,1,9.43801889871754
NA,2,"WS17277529MR",469,"INC","S","2460   Angela ST #C","POMONA",NA," (0 0 0 0)",3818,"$189.89",725000,705000,"$0.00","7,126",1963,52,4,2018-04-03,34.0278719,-117.7463302,NA,4,1619.26,6477.04,6153.188,73838.256,"<50",1.18,10030,40120,2809.85466666667,33718.256,705000,0.0478273134751773,4.78273134751773,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,4,2,9.54789614749298
NA,13,"WS18062062MR",1543,"INC","S","667  E H ST ","ONTARIO",NA," (0 0 0 0)",1735,"$258.21",448000,497000,"","6,700",1948,19,2,2018-04-29,34.0725775,-117.6422381,NA,2,1564.27,3128.54,2972.113,35665.356,"<50",1.18,10030,20060,1300.44633333333,15605.356,497000,0.031399106639839,3.1399106639839,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,4,2,13.9350915213071
NA,16,"WS18087536MR",469,"INC","S","736  N White AVE ","POMONA",NA," (0 0 0 0)",2182,"$263.52",575000,598000,"","8,067",1907,7,2,2018-05-24,34.0645793,-117.7590231,NA,2,1658.09,3316.18,3150.371,37804.452,"<50",1.18,10030,20060,1478.70433333333,17744.452,598000,0.0296729966555184,2.96729966555184,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,5,2,15.8182427826225
NA,9,"WS18090895MR",469,"INC","S","1182  E Pasadena ST ","POMONA",3,"3.00 (3 0 0 0)",1602,"$287.14",460000,431500,"$0.00","6,516",1955,90,1,2018-08-22,34.0639396,-117.7267636,NA,1,1959.75,1959.75,1861.7625,22341.15,"<50",1.18,10030,10030,1025.92916666667,12311.15,431500,0.0285310544611819,2.85310544611819,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2018,8,3,19.3141355749368
NA,9,"WS18090904MR",469,"INC","S","1182  E Pasadena ST ","POMONA",NA," (0 0 0 0)",1602,"$287.14",460000,431500,"","6,516",1955,73,3,2018-07-27,34.0639396,-117.7267636,NA,3,1479.29,4437.87,4215.9765,50591.718,"<50",1.18,10030,30090,1708.4765,20501.718,431500,0.0475126720741599,4.75126720741599,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,7,3,8.52906398632282
NA,19,"WS18098118MR",469,"INC","S","1336  S Hamilton BLVD ","POMONA",NA," (0 0 0 0)",1592,"$251.19",399900,425000,"","7,805",1902,6,2,2018-05-24,34.0468186,-117.7627527,NA,2,1605.13,3210.26,3049.747,36596.964,"<50",1.18,10030,20060,1378.08033333333,16536.964,425000,0.0389105035294118,3.89105035294118,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,5,2,11.6129851645617
NA,3,"WS18203373MR",1455,"INC","S","10430   Amherst AVE #4","MONTCLAIR",NA," (0 0 0 0)",3994,"$197.80",790000,790000,"","7,200",1963,11,4,2018-11-07,34.0643667,-117.7120267,NA,4,1638.62,6554.48,6226.756,74721.072,"<50",1.18,10030,40120,2883.42266666667,34601.072,790000,0.0437988253164557,4.37988253164557,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,11,4,10.5726534544365
NA,24,"WS18237051MR",487,"INC","S","235   Marywood AVE ","CLAREMONT",NA," (0 0 0 0)",2200,"$250",550000,550000,"$305.00","3,053",1964,5,2,2018-10-23,34.0933414,-117.7311167,NA,2,1942.75,3885.5,3691.225,44294.7,"<50",1.18,10030,20060,2019.55833333333,24234.7,550000,0.0440630909090909,4.40630909090909,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,10,4,12.4168354227481
NA,3,"WS18274139MR",469,"INC","S","901  E 4th ST ","POMONA",NA,"2.00 (0 0 0 0)",1192,"$351.51",419000,400000,"","5,440",1953,147,2,2019-07-31,34.056387,-117.739006,NA,2,1616.16,3232.32,3070.704,36848.448,"<50",1.18,10030,20060,1399.03733333333,16788.448,400000,0.04197112,4.197112,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2019,7,3,10.8552740131687
NA,9,"WS18282073MR",1543,"INC","S","425  W Sunkist ST ","ONTARIO",NA,"3.00 (0 0 0 0)",2250,"$299.02",672800,645000,"$0.00","5,390",2016,2,3,2019-01-15,34.0578163,-117.6550852,NA,3,1846.49,5539.47,5262.4965,63149.958,"<50",1.18,10030,30090,2754.9965,33059.958,645000,0.0512557488372093,5.12557488372093,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2019,1,1,10.2137835151054
NA,10,"WS19050109MR",1543,"INC","S","1227  S San Antonio AVE ","ONTARIO",NA,"3.00 (0 0 0 0)",2320,"$234.91",545000,475000,"$0.00","7,550",1947,91,2,2019-07-18,34.0509222,-117.6604337,NA,2,1686.32,3372.64,3204.008,38448.096,"<50",1.18,10030,20060,1532.34133333333,18388.096,475000,0.0387117810526316,3.87117810526316,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2019,7,3,12.3543178835176
NA,5,"WS19108725MR",469,"INC","S","622  S Hamilton BLVD ","POMONA",NA,"3.00 (0 0 0 0)",1976,"$227.73",450000,410000,"","6,516",1949,129,2,2019-11-08,34.0536146,-117.7629994,NA,2,1725.61,3451.22,3278.659,39343.908,"<50",1.18,10030,20060,1606.99233333333,19283.908,410000,0.0470339219512195,4.70339219512195,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2019,11,4,10.4209271737825
NA,10,"WS19155187MR",469,"INC","S","264   Lincoln AVE ","POMONA",NA,"4.00 (0 0 0 0)",2368,"$380.07",900000,875000,"","8,151",1949,51,4,2019-10-02,34.070655,-117.7487917,NA,4,1597.58,6390.32,6070.804,72849.648,"<50",1.18,10030,40120,2727.47066666667,32729.648,875000,0.037405312,3.7405312,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2019,10,4,12.0110395042678
NA,10,"WS19184515MR",469,"INC","S","763   Ivory LN ","POMONA",NA,"6.00 (0 0 0 0)",3756,"$210.06",789000,750000,"$0.00","8,817",1964,60,3,2019-11-15,34.0920049,-117.7372647,NA,3,1752.98,5258.94,4995.993,59951.916,"<50",1.18,10030,30090,2488.493,29861.916,750000,0.039815888,3.9815888,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2019,11,4,12.5100255344633
NA,5,"WS19235910MR",469,"INC","S","2441   Chanslor ST #A-D","POMONA",NA,"5.00 (0 0 0 0)",3818,"$204.30",780000,780000,"$0.00","7,220",1963,102,4,2020-02-19,34.0276206,-117.7453367,NA,4,1713.49,6853.96,6511.262,78135.144,"<50",1.18,10030,40120,3167.92866666667,38015.144,780000,0.0487373641025641,4.87373641025641,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",5,2020,2,1,9.98270381379217
NA,14,"WS19258878MR",469,"INC","S","662  N Gordon ST ","POMONA",NA,"4.00 (0 0 0 0)",3824,"$245.29",938000,980000,"","8,740",1983,3,4,2019-12-12,34.0640612,-117.7534429,NA,4,1871.2,7484.8,7110.56,85326.72,"<50",1.18,10030,40120,3767.22666666667,45206.72,980000,0.046129306122449,4.6129306122449,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2019,12,4,11.4852651080459
NA,10,"WS19268241MR",1455,"INC","S","4572   Canoga ST ","MONTCLAIR",NA,"4.00 (0 0 0 0)",3424,"$233.50",799500,800000,"","7,200",1963,12,4,2020-01-18,34.0660249,-117.7054127,NA,4,1606.04,6424.16,6102.952,73235.424,"<50",1.18,10030,40120,2759.61866666667,33115.424,800000,0.04139428,4.139428,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2020,1,1,10.9236754060439
NA,16,"WS20027686MR",1455,"INC","S","5161   ORCHARD ST ","MONTCLAIR",NA,"4.00 (0 0 0 0)",2206,"$317.27",699900,685000,"$0.00","17,400",1920,32,2,2020-03-26,34.070322,-117.6926329,NA,2,1681.53,3363.06,3194.907,38338.884,"<50",1.18,10030,20060,1523.24033333333,18278.884,685000,0.026684502189781,2.6684502189781,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2020,3,1,17.8669780789655
NA,4,"WS20083099MR",469,"INC","S","2436   Angela ST ","POMONA",NA,"7.00 (0 0 0 0)",3970,"$219.12",869900,800000,"$0.00","7,207",1964,111,4,2020-10-10,34.0271161,-117.7455052,NA,4,1805.46,7221.84,6860.748,82328.976,"<50",1.18,10030,40120,3517.41466666667,42208.976,800000,0.05276122,5.276122,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",7,2020,10,4,9.71711344982598
NA,8,"WS20150688MR",1543,"INC","S","326  N Begonia AVE ","ONTARIO",NA,"8.00 (0 0 0 0)",4464,"$196.91",879000,879000,"$0.00","7,995",1964,5,4,2020-08-18,34.0663558,-117.6712127,NA,4,1794.11,7176.44,6817.618,81811.416,"<50",1.18,10030,40120,3474.28466666667,41691.416,879000,0.0474305073947668,4.74305073947668,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",8,2020,8,3,10.7442218088488
NA,4,"WS20221210MR",469,"INC","S","2436   Angela ST ","POMONA",NA,"7.00 (0 0 0 0)",3970,"$216.60",859900,859900,"","7,207",1964,100,4,2021-02-26,34.0271161,-117.7455052,NA,4,1891.87,7567.48,7189.106,86269.272,"<50",1.18,10030,40120,3845.77266666667,46149.272,859900,0.0536681846726363,5.36681846726363,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",7,2021,2,1,9.96762787102226
NA,6,"WS20221374MR",469,"INC","S","424   Anderwood CT ","POMONA",NA,"13.00 (0 0 0 0)",10514,"$228.17",2399000,2399000,"$0.00","15,800",1960,12,11,2020-12-29,34.0774176,-117.7567277,NA,11,1761.32,19374.52,18405.794,220869.528,"<50",1.18,10030,110330,9211.62733333333,110539.528,2399000,0.0460773355564819,4.60773355564819,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",13,2020,12,4,10.8616160034534
NA,7,"WS20247106MR",469,"INC","S","1327  E Kingsley AVE ","POMONA",NA,"2.00 (0 0 0 0)",1568,"$350.77",550000,550000,"$0.00","7,830",1953,52,2,2021-04-30,34.0668915,-117.7235945,NA,2,1783.88,3567.76,3389.372,40672.464,"<50",1.18,10030,20060,1717.70533333333,20612.464,550000,0.0374772072727273,3.74772072727273,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,4,2,13.5226624086507
NA,38,"WS21000651MR",469,"INC","S","1065  E 8th ST ","POMONA",4,"2.00 (0 0 0 0)",1915,"$281.98",540000,545000,"$0.00","7,647",1927,4,2,2021-02-15,34.0527901,-117.7354874,NA,2,1813.28,3626.56,3445.232,41342.784,"<50",1.18,10030,20060,1773.56533333333,21282.784,545000,0.0390509798165138,3.90509798165138,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,2,1,13.1824697630426
NA,7,"21-781180",469,"INC","S","1158  W 10Th St ","POMONA",6,"3.00 (0 0 0 0)",1904,"$365.02",695000,695000,"","9,311",1965,45,3,2022-02-07,34.0501262,-117.7642396,NA,3,1862.04,5586.12,5306.814,63681.768,"<50",1.18,10030,30090,2799.314,33591.768,695000,0.0483334791366906,4.83334791366906,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2022,2,1,10.9136417192437
NA,10,"21-789932",1543,"INC","S","716  W Phillips ST ","ONTARIO",30,"45.00 (0 0 0 0)",17070,"$301.70",5150000,5250000,"","46,282",1984,87,15,2021-12-29,34.0497502,-117.6611072,NA,15,2049.97,30749.55,29212.0725,350544.87,"<50",1.18,10030,150450,16674.5725,200094.87,5250000,0.0381133085714286,3.81133085714286,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",45,2021,12,4,14.9766847251252
NA,20,"22-127753",1543,"INC","S","1225  N EL DORADO AVE ","ONTARIO",16,"22.00 (0 0 0 0)",11168,"$353.69",3950000,3750000,"","28,416",1968,48,17,2022-06-06,34.0803285,-117.6248244,NA,17,1564.54,26597.18,25267.321,303207.852,"<50",1.18,10030,170510,11058.1543333333,132697.852,3750000,0.0353860938666667,3.53860938666667,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",22,2022,6,2,12.3677535897058
NA,18,"22-128131",1795,"INC","S","455  S CAMPUS AVE ","UPLAND",26,"26.00 (0 0 0 0)",16388,"$292.90",4800000,4582644,"","31,500",1986,4,18,2022-04-22,34.0881479,-117.6414698,NA,18,1817.82,32720.76,31084.722,373016.664,"<50",1.18,10030,180540,16039.722,192476.664,4582644,0.0420012254934051,4.20012254934051,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",26,2022,4,2,12.2853599913166
NA,5,"22-134455",1543,"INC","S","827  N PALMETTO AVE ","ONTARIO",17,"14.00 (0 0 0 0)",10210,"$342.80",3500000,3500000,"","12,640",1966,61,14,2022-05-21,34.0726754,-117.6687473,NA,14,1725.37,24155.18,22947.421,275369.052,"<50",1.18,10030,140420,11245.7543333333,134949.052,3500000,0.038556872,3.8556872,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",14,2022,5,2,12.7102155255994
NA,39,"22-154355",1455,"INC","S","4661   KINGSLEY ST ","MONTCLAIR",4,"2.00 (0 0 0 0)",1728,"$436.92",755000,735000,"","7,137",1964,136,2,2022-10-26,34.0667205,-117.7035363,NA,2,2026.17,4052.34,3849.723,46196.676,"<50",1.18,10030,20060,2178.05633333333,26136.676,735000,0.0355601034013605,3.55601034013605,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2022,10,4,15.9102356195498
NA,25,"22-160265",1455,"INC","S","5125   BANDERA ST #A-L","MONTCLAIR",24,"12.00 (0 0 0 0)",10044,"$433.09",4350000,4321500,"","30,800",1963,147,12,2022-11-02,34.064976,-117.6932194,NA,12,1957.93,23495.16,22320.402,267844.824,"<50",1.18,10030,120360,12290.402,147484.824,4321500,0.034128155501562,3.4128155501562,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",12,2022,11,4,16.1343420248435
